end,val,accn,fy,fp,form,filed,frame,Tag,Units,Ticker,CIK,start
2021-06-30,6884000000.0,0001564590-22-026876,2022,FY,10-K,2022-07-28,CY2021Q2I,LeaseholdImprovementsGross,USD,MSFT,0000789019,
2022-06-30,7819000000.0,0001564590-22-026876,2022,FY,10-K,2022-07-28,,LeaseholdImprovementsGross,USD,MSFT,0000789019,
2022-06-30,7819000000.0,0000950170-23-035122,2023,FY,10-K,2023-07-27,CY2022Q2I,LeaseholdImprovementsGross,USD,MSFT,0000789019,
2023-06-30,8537000000.0,0000950170-23-035122,2023,FY,10-K,2023-07-27,CY2023Q2I,LeaseholdImprovementsGross,USD,MSFT,0000789019,
2017-09-30,7950000000.0,0001564590-17-020171,2018,Q1,10-Q,2017-10-26,CY2017Q3I,LesseeOperatingLeaseLiabilityPaymentsDue,USD,MSFT,0000789019,
2017-12-31,7948000000.0,0001564590-18-001129,2018,Q2,10-Q,2018-01-31,CY2017Q4I,LesseeOperatingLeaseLiabilityPaymentsDue,USD,MSFT,0000789019,
2018-03-31,7953000000.0,0001564590-18-009307,2018,Q3,10-Q,2018-04-26,CY2018Q1I,LesseeOperatingLeaseLiabilityPaymentsDue,USD,MSFT,0000789019,
2018-06-30,7705000000.0,0001564590-18-019062,2018,FY,10-K,2018-08-03,CY2018Q2I,LesseeOperatingLeaseLiabilityPaymentsDue,USD,MSFT,0000789019,
2018-09-30,7780000000.0,0001564590-18-024893,2019,Q1,10-Q,2018-10-24,CY2018Q3I,LesseeOperatingLeaseLiabilityPaymentsDue,USD,MSFT,0000789019,
2018-12-31,7894000000.0,0001564590-19-001392,2019,Q2,10-Q,2019-01-30,CY2018Q4I,LesseeOperatingLeaseLiabilityPaymentsDue,USD,MSFT,0000789019,
2019-03-31,8324000000.0,0001564590-19-012709,2019,Q3,10-Q,2019-04-24,CY2019Q1I,LesseeOperatingLeaseLiabilityPaymentsDue,USD,MSFT,0000789019,
2019-06-30,8664000000.0,0001564590-19-027952,2019,FY,10-K,2019-08-01,CY2019Q2I,LesseeOperatingLeaseLiabilityPaymentsDue,USD,MSFT,0000789019,
2019-09-30,9171000000.0,0001564590-19-037549,2020,Q1,10-Q,2019-10-23,CY2019Q3I,LesseeOperatingLeaseLiabilityPaymentsDue,USD,MSFT,0000789019,
2019-12-31,9962000000.0,0001564590-20-002450,2020,Q2,10-Q,2020-01-29,CY2019Q4I,LesseeOperatingLeaseLiabilityPaymentsDue,USD,MSFT,0000789019,
2020-03-31,10355000000.0,0001564590-20-019706,2020,Q3,10-Q,2020-04-29,CY2020Q1I,LesseeOperatingLeaseLiabilityPaymentsDue,USD,MSFT,0000789019,
2020-06-30,10317000000.0,0001564590-20-034944,2020,FY,10-K,2020-07-31,CY2020Q2I,LesseeOperatingLeaseLiabilityPaymentsDue,USD,MSFT,0000789019,
2020-09-30,10791000000.0,0001564590-20-047996,2021,Q1,10-Q,2020-10-27,CY2020Q3I,LesseeOperatingLeaseLiabilityPaymentsDue,USD,MSFT,0000789019,
2020-12-31,12075000000.0,0001564590-21-002316,2021,Q2,10-Q,2021-01-26,CY2020Q4I,LesseeOperatingLeaseLiabilityPaymentsDue,USD,MSFT,0000789019,
2021-03-31,12030000000.0,0001564590-21-020891,2021,Q3,10-Q,2021-04-27,CY2021Q1I,LesseeOperatingLeaseLiabilityPaymentsDue,USD,MSFT,0000789019,
2021-06-30,12537000000.0,0001564590-21-039151,2021,FY,10-K,2021-07-29,CY2021Q2I,LesseeOperatingLeaseLiabilityPaymentsDue,USD,MSFT,0000789019,
2021-09-30,13101000000.0,0001564590-21-051992,2022,Q1,10-Q,2021-10-26,CY2021Q3I,LesseeOperatingLeaseLiabilityPaymentsDue,USD,MSFT,0000789019,
2021-12-31,13998000000.0,0001564590-22-002324,2022,Q2,10-Q,2022-01-25,CY2021Q4I,LesseeOperatingLeaseLiabilityPaymentsDue,USD,MSFT,0000789019,
2022-03-31,14586000000.0,0001564590-22-015675,2022,Q3,10-Q,2022-04-26,CY2022Q1I,LesseeOperatingLeaseLiabilityPaymentsDue,USD,MSFT,0000789019,
2022-06-30,15004000000.0,0001564590-22-026876,2022,FY,10-K,2022-07-28,CY2022Q2I,LesseeOperatingLeaseLiabilityPaymentsDue,USD,MSFT,0000789019,
2022-09-30,15375000000.0,0001564590-22-035087,2023,Q1,10-Q,2022-10-25,CY2022Q3I,LesseeOperatingLeaseLiabilityPaymentsDue,USD,MSFT,0000789019,
2022-12-31,15943000000.0,0001564590-23-000733,2023,Q2,10-Q,2023-01-24,CY2022Q4I,LesseeOperatingLeaseLiabilityPaymentsDue,USD,MSFT,0000789019,
2023-03-31,16427000000.0,0000950170-23-014423,2023,Q3,10-Q,2023-04-25,CY2023Q1I,LesseeOperatingLeaseLiabilityPaymentsDue,USD,MSFT,0000789019,
2023-06-30,17100000000.0,0000950170-23-035122,2023,FY,10-K,2023-07-27,CY2023Q2I,LesseeOperatingLeaseLiabilityPaymentsDue,USD,MSFT,0000789019,
2023-09-30,18017000000.0,0000950170-23-054855,2024,Q1,10-Q,2023-10-24,CY2023Q3I,LesseeOperatingLeaseLiabilityPaymentsDue,USD,MSFT,0000789019,
2023-12-31,19065000000.0,0000950170-24-008814,2024,Q2,10-Q,2024-01-30,CY2023Q4I,LesseeOperatingLeaseLiabilityPaymentsDue,USD,MSFT,0000789019,
2017-09-30,2333000000.0,0001564590-17-020171,2018,Q1,10-Q,2017-10-26,CY2017Q3I,LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive,USD,MSFT,0000789019,
2017-12-31,2634000000.0,0001564590-18-001129,2018,Q2,10-Q,2018-01-31,CY2017Q4I,LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive,USD,MSFT,0000789019,
2018-03-31,2790000000.0,0001564590-18-009307,2018,Q3,10-Q,2018-04-26,CY2018Q1I,LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive,USD,MSFT,0000789019,
2018-06-30,2157000000.0,0001564590-18-019062,2018,FY,10-K,2018-08-03,CY2018Q2I,LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive,USD,MSFT,0000789019,
2018-09-30,2290000000.0,0001564590-18-024893,2019,Q1,10-Q,2018-10-24,CY2018Q3I,LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive,USD,MSFT,0000789019,
2018-12-31,2439000000.0,0001564590-19-001392,2019,Q2,10-Q,2019-01-30,CY2018Q4I,LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive,USD,MSFT,0000789019,
2019-03-31,2904000000.0,0001564590-19-012709,2019,Q3,10-Q,2019-04-24,CY2019Q1I,LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive,USD,MSFT,0000789019,
2019-06-30,2438000000.0,0001564590-19-027952,2019,FY,10-K,2019-08-01,CY2019Q2I,LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive,USD,MSFT,0000789019,
2019-09-30,2918000000.0,0001564590-19-037549,2020,Q1,10-Q,2019-10-23,CY2019Q3I,LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive,USD,MSFT,0000789019,
2019-12-31,3394000000.0,0001564590-20-002450,2020,Q2,10-Q,2020-01-29,CY2019Q4I,LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive,USD,MSFT,0000789019,
2020-03-31,3764000000.0,0001564590-20-019706,2020,Q3,10-Q,2020-04-29,CY2020Q1I,LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive,USD,MSFT,0000789019,
2020-06-30,3122000000.0,0001564590-20-034944,2020,FY,10-K,2020-07-31,CY2020Q2I,LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive,USD,MSFT,0000789019,
2021-06-30,4111000000.0,0001564590-21-039151,2021,FY,10-K,2021-07-29,CY2021Q2I,LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive,USD,MSFT,0000789019,
2022-06-30,5332000000.0,0001564590-22-026876,2022,FY,10-K,2022-07-28,CY2022Q2I,LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive,USD,MSFT,0000789019,
2023-06-30,6327000000.0,0000950170-23-035122,2023,FY,10-K,2023-07-27,CY2023Q2I,LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive,USD,MSFT,0000789019,
2018-06-30,1492000000.0,0001564590-18-019062,2018,FY,10-K,2018-08-03,CY2018Q2I,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,USD,MSFT,0000789019,
2019-06-30,1678000000.0,0001564590-19-027952,2019,FY,10-K,2019-08-01,CY2019Q2I,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,USD,MSFT,0000789019,
2020-06-30,1807000000.0,0001564590-20-034944,2020,FY,10-K,2020-07-31,CY2020Q2I,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,USD,MSFT,0000789019,
2020-09-30,1738000000.0,0001564590-20-047996,2021,Q1,10-Q,2020-10-27,CY2020Q3I,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,USD,MSFT,0000789019,
2020-12-31,1997000000.0,0001564590-21-002316,2021,Q2,10-Q,2021-01-26,CY2020Q4I,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,USD,MSFT,0000789019,
2021-03-31,1981000000.0,0001564590-21-020891,2021,Q3,10-Q,2021-04-27,CY2021Q1I,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,USD,MSFT,0000789019,
2021-06-30,2125000000.0,0001564590-21-039151,2021,FY,10-K,2021-07-29,CY2021Q2I,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,USD,MSFT,0000789019,
2021-09-30,2072000000.0,0001564590-21-051992,2022,Q1,10-Q,2021-10-26,CY2021Q3I,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,USD,MSFT,0000789019,
2021-12-31,2206000000.0,0001564590-22-002324,2022,Q2,10-Q,2022-01-25,CY2021Q4I,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,USD,MSFT,0000789019,
2022-03-31,2335000000.0,0001564590-22-015675,2022,Q3,10-Q,2022-04-26,CY2022Q1I,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,USD,MSFT,0000789019,
2022-06-30,2456000000.0,0001564590-22-026876,2022,FY,10-K,2022-07-28,CY2022Q2I,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,USD,MSFT,0000789019,
2022-09-30,2327000000.0,0001564590-22-035087,2023,Q1,10-Q,2022-10-25,CY2022Q3I,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,USD,MSFT,0000789019,
2022-12-31,2498000000.0,0001564590-23-000733,2023,Q2,10-Q,2023-01-24,CY2022Q4I,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,USD,MSFT,0000789019,
2023-03-31,2625000000.0,0000950170-23-014423,2023,Q3,10-Q,2023-04-25,CY2023Q1I,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,USD,MSFT,0000789019,
2023-06-30,2784000000.0,0000950170-23-035122,2023,FY,10-K,2023-07-27,CY2023Q2I,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,USD,MSFT,0000789019,
2023-09-30,2834000000.0,0000950170-23-054855,2024,Q1,10-Q,2023-10-24,CY2023Q3I,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,USD,MSFT,0000789019,
2023-12-31,3091000000.0,0000950170-24-008814,2024,Q2,10-Q,2024-01-30,CY2023Q4I,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,USD,MSFT,0000789019,
2017-09-30,833000000.0,0001564590-17-020171,2018,Q1,10-Q,2017-10-26,CY2017Q3I,LesseeOperatingLeaseLiabilityPaymentsDueYearFive,USD,MSFT,0000789019,
2017-12-31,839000000.0,0001564590-18-001129,2018,Q2,10-Q,2018-01-31,CY2017Q4I,LesseeOperatingLeaseLiabilityPaymentsDueYearFive,USD,MSFT,0000789019,
2018-03-31,887000000.0,0001564590-18-009307,2018,Q3,10-Q,2018-04-26,CY2018Q1I,LesseeOperatingLeaseLiabilityPaymentsDueYearFive,USD,MSFT,0000789019,
2018-06-30,721000000.0,0001564590-18-019062,2018,FY,10-K,2018-08-03,CY2018Q2I,LesseeOperatingLeaseLiabilityPaymentsDueYearFive,USD,MSFT,0000789019,
2018-09-30,786000000.0,0001564590-18-024893,2019,Q1,10-Q,2018-10-24,CY2018Q3I,LesseeOperatingLeaseLiabilityPaymentsDueYearFive,USD,MSFT,0000789019,
2018-12-31,861000000.0,0001564590-19-001392,2019,Q2,10-Q,2019-01-30,CY2018Q4I,LesseeOperatingLeaseLiabilityPaymentsDueYearFive,USD,MSFT,0000789019,
2019-03-31,942000000.0,0001564590-19-012709,2019,Q3,10-Q,2019-04-24,CY2019Q1I,LesseeOperatingLeaseLiabilityPaymentsDueYearFive,USD,MSFT,0000789019,
2019-06-30,839000000.0,0001564590-19-027952,2019,FY,10-K,2019-08-01,CY2019Q2I,LesseeOperatingLeaseLiabilityPaymentsDueYearFive,USD,MSFT,0000789019,
2019-09-30,940000000.0,0001564590-19-037549,2020,Q1,10-Q,2019-10-23,CY2019Q3I,LesseeOperatingLeaseLiabilityPaymentsDueYearFive,USD,MSFT,0000789019,
2019-12-31,1084000000.0,0001564590-20-002450,2020,Q2,10-Q,2020-01-29,CY2019Q4I,LesseeOperatingLeaseLiabilityPaymentsDueYearFive,USD,MSFT,0000789019,
2020-03-31,1226000000.0,0001564590-20-019706,2020,Q3,10-Q,2020-04-29,CY2020Q1I,LesseeOperatingLeaseLiabilityPaymentsDueYearFive,USD,MSFT,0000789019,
2020-06-30,1000000000.0,0001564590-20-034944,2020,FY,10-K,2020-07-31,CY2020Q2I,LesseeOperatingLeaseLiabilityPaymentsDueYearFive,USD,MSFT,0000789019,
2021-06-30,1133000000.0,0001564590-21-039151,2021,FY,10-K,2021-07-29,CY2021Q2I,LesseeOperatingLeaseLiabilityPaymentsDueYearFive,USD,MSFT,0000789019,
2022-06-30,1328000000.0,0001564590-22-026876,2022,FY,10-K,2022-07-28,CY2022Q2I,LesseeOperatingLeaseLiabilityPaymentsDueYearFive,USD,MSFT,0000789019,
2023-06-30,1582000000.0,0000950170-23-035122,2023,FY,10-K,2023-07-27,CY2023Q2I,LesseeOperatingLeaseLiabilityPaymentsDueYearFive,USD,MSFT,0000789019,
2017-09-30,1022000000.0,0001564590-17-020171,2018,Q1,10-Q,2017-10-26,CY2017Q3I,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,USD,MSFT,0000789019,
2017-12-31,1025000000.0,0001564590-18-001129,2018,Q2,10-Q,2018-01-31,CY2017Q4I,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,USD,MSFT,0000789019,
2018-03-31,1076000000.0,0001564590-18-009307,2018,Q3,10-Q,2018-04-26,CY2018Q1I,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,USD,MSFT,0000789019,
2018-06-30,902000000.0,0001564590-18-019062,2018,FY,10-K,2018-08-03,CY2018Q2I,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,USD,MSFT,0000789019,
2018-09-30,958000000.0,0001564590-18-024893,2019,Q1,10-Q,2018-10-24,CY2018Q3I,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,USD,MSFT,0000789019,
2018-12-31,1048000000.0,0001564590-19-001392,2019,Q2,10-Q,2019-01-30,CY2018Q4I,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,USD,MSFT,0000789019,
2019-03-31,1135000000.0,0001564590-19-012709,2019,Q3,10-Q,2019-04-24,CY2019Q1I,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,USD,MSFT,0000789019,
2019-06-30,1036000000.0,0001564590-19-027952,2019,FY,10-K,2019-08-01,CY2019Q2I,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,USD,MSFT,0000789019,
2019-09-30,1139000000.0,0001564590-19-037549,2020,Q1,10-Q,2019-10-23,CY2019Q3I,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,USD,MSFT,0000789019,
2019-12-31,1306000000.0,0001564590-20-002450,2020,Q2,10-Q,2020-01-29,CY2019Q4I,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,USD,MSFT,0000789019,
2020-03-31,1445000000.0,0001564590-20-019706,2020,Q3,10-Q,2020-04-29,CY2020Q1I,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,USD,MSFT,0000789019,
2020-06-30,1262000000.0,0001564590-20-034944,2020,FY,10-K,2020-07-31,CY2020Q2I,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,USD,MSFT,0000789019,
2020-09-30,1090000000.0,0001564590-20-047996,2021,Q1,10-Q,2020-10-27,CY2020Q3I,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,USD,MSFT,0000789019,
2020-12-31,1280000000.0,0001564590-21-002316,2021,Q2,10-Q,2021-01-26,CY2020Q4I,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,USD,MSFT,0000789019,
2021-03-31,1320000000.0,0001564590-21-020891,2021,Q3,10-Q,2021-04-27,CY2021Q1I,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,USD,MSFT,0000789019,
2021-06-30,1463000000.0,0001564590-21-039151,2021,FY,10-K,2021-07-29,CY2021Q2I,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,USD,MSFT,0000789019,
2021-09-30,1256000000.0,0001564590-21-051992,2022,Q1,10-Q,2021-10-26,CY2021Q3I,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,USD,MSFT,0000789019,
2021-12-31,1422000000.0,0001564590-22-002324,2022,Q2,10-Q,2022-01-25,CY2021Q4I,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,USD,MSFT,0000789019,
2022-03-31,1531000000.0,0001564590-22-015675,2022,Q3,10-Q,2022-04-26,CY2022Q1I,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,USD,MSFT,0000789019,
2022-06-30,1625000000.0,0001564590-22-026876,2022,FY,10-K,2022-07-28,CY2022Q2I,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,USD,MSFT,0000789019,
2022-09-30,1409000000.0,0001564590-22-035087,2023,Q1,10-Q,2022-10-25,CY2022Q3I,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,USD,MSFT,0000789019,
2022-12-31,1533000000.0,0001564590-23-000733,2023,Q2,10-Q,2023-01-24,CY2022Q4I,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,USD,MSFT,0000789019,
2023-03-31,1646000000.0,0000950170-23-014423,2023,Q3,10-Q,2023-04-25,CY2023Q1I,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,USD,MSFT,0000789019,
2023-06-30,1757000000.0,0000950170-23-035122,2023,FY,10-K,2023-07-27,CY2023Q2I,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,USD,MSFT,0000789019,
2023-09-30,1767000000.0,0000950170-23-054855,2024,Q1,10-Q,2023-10-24,CY2023Q3I,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,USD,MSFT,0000789019,
2023-12-31,1933000000.0,0000950170-24-008814,2024,Q2,10-Q,2024-01-30,CY2023Q4I,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,USD,MSFT,0000789019,
2017-09-30,1267000000.0,0001564590-17-020171,2018,Q1,10-Q,2017-10-26,CY2017Q3I,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,USD,MSFT,0000789019,
2017-12-31,1287000000.0,0001564590-18-001129,2018,Q2,10-Q,2018-01-31,CY2017Q4I,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,USD,MSFT,0000789019,
2018-03-31,1340000000.0,0001564590-18-009307,2018,Q3,10-Q,2018-04-26,CY2018Q1I,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,USD,MSFT,0000789019,
2018-06-30,1086000000.0,0001564590-18-019062,2018,FY,10-K,2018-08-03,CY2018Q2I,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,USD,MSFT,0000789019,
2018-09-30,1154000000.0,0001564590-18-024893,2019,Q1,10-Q,2018-10-24,CY2018Q3I,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,USD,MSFT,0000789019,
2018-12-31,1244000000.0,0001564590-19-001392,2019,Q2,10-Q,2019-01-30,CY2018Q4I,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,USD,MSFT,0000789019,
2019-03-31,1335000000.0,0001564590-19-012709,2019,Q3,10-Q,2019-04-24,CY2019Q1I,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,USD,MSFT,0000789019,
2019-06-30,1235000000.0,0001564590-19-027952,2019,FY,10-K,2019-08-01,CY2019Q2I,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,USD,MSFT,0000789019,
2019-09-30,1335000000.0,0001564590-19-037549,2020,Q1,10-Q,2019-10-23,CY2019Q3I,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,USD,MSFT,0000789019,
2019-12-31,1507000000.0,0001564590-20-002450,2020,Q2,10-Q,2020-01-29,CY2019Q4I,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,USD,MSFT,0000789019,
2020-03-31,1627000000.0,0001564590-20-019706,2020,Q3,10-Q,2020-04-29,CY2020Q1I,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,USD,MSFT,0000789019,
2020-06-30,1474000000.0,0001564590-20-034944,2020,FY,10-K,2020-07-31,CY2020Q2I,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,USD,MSFT,0000789019,
2020-09-30,1362000000.0,0001564590-20-047996,2021,Q1,10-Q,2020-10-27,CY2020Q3I,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,USD,MSFT,0000789019,
2020-12-31,1579000000.0,0001564590-21-002316,2021,Q2,10-Q,2021-01-26,CY2020Q4I,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,USD,MSFT,0000789019,
2021-03-31,1607000000.0,0001564590-21-020891,2021,Q3,10-Q,2021-04-27,CY2021Q1I,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,USD,MSFT,0000789019,
2021-06-30,1751000000.0,0001564590-21-039151,2021,FY,10-K,2021-07-29,CY2021Q2I,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,USD,MSFT,0000789019,
2021-09-30,1588000000.0,0001564590-21-051992,2022,Q1,10-Q,2021-10-26,CY2021Q3I,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,USD,MSFT,0000789019,
2021-12-31,1751000000.0,0001564590-22-002324,2022,Q2,10-Q,2022-01-25,CY2021Q4I,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,USD,MSFT,0000789019,
2022-03-31,1885000000.0,0001564590-22-015675,2022,Q3,10-Q,2022-04-26,CY2022Q1I,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,USD,MSFT,0000789019,
2022-06-30,1985000000.0,0001564590-22-026876,2022,FY,10-K,2022-07-28,CY2022Q2I,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,USD,MSFT,0000789019,
2022-09-30,1706000000.0,0001564590-22-035087,2023,Q1,10-Q,2022-10-25,CY2022Q3I,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,USD,MSFT,0000789019,
2022-12-31,1847000000.0,0001564590-23-000733,2023,Q2,10-Q,2023-01-24,CY2022Q4I,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,USD,MSFT,0000789019,
2023-03-31,1964000000.0,0000950170-23-014423,2023,Q3,10-Q,2023-04-25,CY2023Q1I,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,USD,MSFT,0000789019,
2023-06-30,2142000000.0,0000950170-23-035122,2023,FY,10-K,2023-07-27,CY2023Q2I,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,USD,MSFT,0000789019,
2023-09-30,1961000000.0,0000950170-23-054855,2024,Q1,10-Q,2023-10-24,CY2023Q3I,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,USD,MSFT,0000789019,
2023-12-31,2179000000.0,0000950170-24-008814,2024,Q2,10-Q,2024-01-30,CY2023Q4I,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,USD,MSFT,0000789019,
2017-09-30,1385000000.0,0001564590-17-020171,2018,Q1,10-Q,2017-10-26,CY2017Q3I,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,USD,MSFT,0000789019,
2017-12-31,1413000000.0,0001564590-18-001129,2018,Q2,10-Q,2018-01-31,CY2017Q4I,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,USD,MSFT,0000789019,
2018-03-31,1472000000.0,0001564590-18-009307,2018,Q3,10-Q,2018-04-26,CY2018Q1I,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,USD,MSFT,0000789019,
2018-06-30,1347000000.0,0001564590-18-019062,2018,FY,10-K,2018-08-03,CY2018Q2I,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,USD,MSFT,0000789019,
2018-09-30,1422000000.0,0001564590-18-024893,2019,Q1,10-Q,2018-10-24,CY2018Q3I,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,USD,MSFT,0000789019,
2018-12-31,1503000000.0,0001564590-19-001392,2019,Q2,10-Q,2019-01-30,CY2018Q4I,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,USD,MSFT,0000789019,
2019-03-31,1586000000.0,0001564590-19-012709,2019,Q3,10-Q,2019-04-24,CY2019Q1I,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,USD,MSFT,0000789019,
2019-06-30,1438000000.0,0001564590-19-027952,2019,FY,10-K,2019-08-01,CY2019Q2I,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,USD,MSFT,0000789019,
2019-09-30,1536000000.0,0001564590-19-037549,2020,Q1,10-Q,2019-10-23,CY2019Q3I,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,USD,MSFT,0000789019,
2019-12-31,1705000000.0,0001564590-20-002450,2020,Q2,10-Q,2020-01-29,CY2019Q4I,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,USD,MSFT,0000789019,
2020-03-31,1810000000.0,0001564590-20-019706,2020,Q3,10-Q,2020-04-29,CY2020Q1I,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,USD,MSFT,0000789019,
2020-06-30,1652000000.0,0001564590-20-034944,2020,FY,10-K,2020-07-31,CY2020Q2I,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,USD,MSFT,0000789019,
2020-09-30,1566000000.0,0001564590-20-047996,2021,Q1,10-Q,2020-10-27,CY2020Q3I,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,USD,MSFT,0000789019,
2020-12-31,1811000000.0,0001564590-21-002316,2021,Q2,10-Q,2021-01-26,CY2020Q4I,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,USD,MSFT,0000789019,
2021-03-31,1803000000.0,0001564590-21-020891,2021,Q3,10-Q,2021-04-27,CY2021Q1I,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,USD,MSFT,0000789019,
2021-06-30,1954000000.0,0001564590-21-039151,2021,FY,10-K,2021-07-29,CY2021Q2I,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,USD,MSFT,0000789019,
2021-09-30,1871000000.0,0001564590-21-051992,2022,Q1,10-Q,2021-10-26,CY2021Q3I,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,USD,MSFT,0000789019,
2021-12-31,2018000000.0,0001564590-22-002324,2022,Q2,10-Q,2022-01-25,CY2021Q4I,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,USD,MSFT,0000789019,
2022-03-31,2160000000.0,0001564590-22-015675,2022,Q3,10-Q,2022-04-26,CY2022Q1I,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,USD,MSFT,0000789019,
