end,val,accn,fy,fp,form,filed,frame,Tag,Units,Ticker,CIK,start
2014-03-31,220000000.0,0001193125-14-157088,2014,Q3,10-Q,2014-04-24,,InvestmentIncomeNet,USD,MSFT,0000789019,2014-01-01
2014-03-31,220000000.0,0001193125-15-144151,2015,Q3,10-Q,2015-04-23,CY2014Q1,InvestmentIncomeNet,USD,MSFT,0000789019,2014-01-01
2014-06-30,883000000.0,0001193125-14-289961,2014,FY,10-K,2014-07-31,,InvestmentIncomeNet,USD,MSFT,0000789019,2013-07-01
2014-06-30,883000000.0,0001193125-15-272806,2015,FY,10-K,2015-07-31,,InvestmentIncomeNet,USD,MSFT,0000789019,2013-07-01
2014-06-30,883000000.0,0001193125-15-353706,2015,FY,8-K,2015-10-27,,InvestmentIncomeNet,USD,MSFT,0000789019,2013-07-01
2014-06-30,883000000.0,0001193125-16-662209,2016,FY,10-K,2016-07-28,CY2014,InvestmentIncomeNet,USD,MSFT,0000789019,2013-07-01
2014-09-30,225000000.0,0001193125-14-380252,2015,Q1,10-Q,2014-10-23,,InvestmentIncomeNet,USD,MSFT,0000789019,2014-07-01
2014-09-30,225000000.0,0001193125-15-350718,2016,Q1,10-Q,2015-10-22,CY2014Q3,InvestmentIncomeNet,USD,MSFT,0000789019,2014-07-01
2014-12-31,408000000.0,0001193125-15-020351,2015,Q2,10-Q,2015-01-26,,InvestmentIncomeNet,USD,MSFT,0000789019,2014-07-01
2014-12-31,408000000.0,0001193125-16-441821,2016,Q2,10-Q,2016-01-28,,InvestmentIncomeNet,USD,MSFT,0000789019,2014-07-01
2014-12-31,183000000.0,0001193125-15-020351,2015,Q2,10-Q,2015-01-26,,InvestmentIncomeNet,USD,MSFT,0000789019,2014-10-01
2014-12-31,183000000.0,0001193125-16-441821,2016,Q2,10-Q,2016-01-28,CY2014Q4,InvestmentIncomeNet,USD,MSFT,0000789019,2014-10-01
2015-03-31,568000000.0,0001193125-15-144151,2015,Q3,10-Q,2015-04-23,,InvestmentIncomeNet,USD,MSFT,0000789019,2014-07-01
2015-03-31,568000000.0,0001193125-16-550254,2016,Q3,10-Q,2016-04-21,,InvestmentIncomeNet,USD,MSFT,0000789019,2014-07-01
2015-03-31,160000000.0,0001193125-15-144151,2015,Q3,10-Q,2015-04-23,,InvestmentIncomeNet,USD,MSFT,0000789019,2015-01-01
2015-03-31,160000000.0,0001193125-16-550254,2016,Q3,10-Q,2016-04-21,CY2015Q1,InvestmentIncomeNet,USD,MSFT,0000789019,2015-01-01
2015-06-30,766000000.0,0001193125-15-272806,2015,FY,10-K,2015-07-31,,InvestmentIncomeNet,USD,MSFT,0000789019,2014-07-01
2015-06-30,766000000.0,0001193125-15-353706,2015,FY,8-K,2015-10-27,,InvestmentIncomeNet,USD,MSFT,0000789019,2014-07-01
2015-06-30,766000000.0,0001193125-16-662209,2016,FY,10-K,2016-07-28,,InvestmentIncomeNet,USD,MSFT,0000789019,2014-07-01
2015-06-30,766000000.0,0001564590-17-014900,2017,FY,10-K,2017-08-02,CY2015,InvestmentIncomeNet,USD,MSFT,0000789019,2014-07-01
2015-09-30,199000000.0,0001193125-15-350718,2016,Q1,10-Q,2015-10-22,,InvestmentIncomeNet,USD,MSFT,0000789019,2015-07-01
2015-09-30,199000000.0,0001193125-16-742796,2017,Q1,10-Q,2016-10-20,CY2015Q3,InvestmentIncomeNet,USD,MSFT,0000789019,2015-07-01
2015-12-31,399000000.0,0001193125-16-441821,2016,Q2,10-Q,2016-01-28,,InvestmentIncomeNet,USD,MSFT,0000789019,2015-07-01
2015-12-31,399000000.0,0001564590-17-000654,2017,Q2,10-Q,2017-01-26,,InvestmentIncomeNet,USD,MSFT,0000789019,2015-07-01
2015-12-31,200000000.0,0001193125-16-441821,2016,Q2,10-Q,2016-01-28,,InvestmentIncomeNet,USD,MSFT,0000789019,2015-10-01
2015-12-31,200000000.0,0001564590-17-000654,2017,Q2,10-Q,2017-01-26,CY2015Q4,InvestmentIncomeNet,USD,MSFT,0000789019,2015-10-01
2016-03-31,629000000.0,0001193125-16-550254,2016,Q3,10-Q,2016-04-21,,InvestmentIncomeNet,USD,MSFT,0000789019,2015-07-01
2016-03-31,629000000.0,0001564590-17-007547,2017,Q3,10-Q,2017-04-27,,InvestmentIncomeNet,USD,MSFT,0000789019,2015-07-01
2016-03-31,230000000.0,0001193125-16-550254,2016,Q3,10-Q,2016-04-21,,InvestmentIncomeNet,USD,MSFT,0000789019,2016-01-01
2016-03-31,230000000.0,0001564590-17-007547,2017,Q3,10-Q,2017-04-27,CY2016Q1,InvestmentIncomeNet,USD,MSFT,0000789019,2016-01-01
2016-06-30,903000000.0,0001193125-16-662209,2016,FY,10-K,2016-07-28,,InvestmentIncomeNet,USD,MSFT,0000789019,2015-07-01
2016-06-30,903000000.0,0001564590-17-014900,2017,FY,10-K,2017-08-02,,InvestmentIncomeNet,USD,MSFT,0000789019,2015-07-01
2016-06-30,903000000.0,0001564590-18-019062,2018,FY,10-K,2018-08-03,CY2016,InvestmentIncomeNet,USD,MSFT,0000789019,2015-07-01
2016-09-30,293000000.0,0001193125-16-742796,2017,Q1,10-Q,2016-10-20,,InvestmentIncomeNet,USD,MSFT,0000789019,2016-07-01
2016-09-30,293000000.0,0001564590-17-020171,2018,Q1,10-Q,2017-10-26,CY2016Q3,InvestmentIncomeNet,USD,MSFT,0000789019,2016-07-01
2016-12-31,604000000.0,0001564590-17-000654,2017,Q2,10-Q,2017-01-26,,InvestmentIncomeNet,USD,MSFT,0000789019,2016-07-01
2016-12-31,604000000.0,0001564590-18-001129,2018,Q2,10-Q,2018-01-31,,InvestmentIncomeNet,USD,MSFT,0000789019,2016-07-01
2016-12-31,311000000.0,0001564590-17-000654,2017,Q2,10-Q,2017-01-26,,InvestmentIncomeNet,USD,MSFT,0000789019,2016-10-01
2016-12-31,311000000.0,0001564590-18-001129,2018,Q2,10-Q,2018-01-31,CY2016Q4,InvestmentIncomeNet,USD,MSFT,0000789019,2016-10-01
2017-03-31,984000000.0,0001564590-17-007547,2017,Q3,10-Q,2017-04-27,,InvestmentIncomeNet,USD,MSFT,0000789019,2016-07-01
2017-03-31,984000000.0,0001564590-18-009307,2018,Q3,10-Q,2018-04-26,,InvestmentIncomeNet,USD,MSFT,0000789019,2016-07-01
2017-03-31,380000000.0,0001564590-17-007547,2017,Q3,10-Q,2017-04-27,,InvestmentIncomeNet,USD,MSFT,0000789019,2017-01-01
2017-03-31,380000000.0,0001564590-18-009307,2018,Q3,10-Q,2018-04-26,CY2017Q1,InvestmentIncomeNet,USD,MSFT,0000789019,2017-01-01
2017-06-30,1387000000.0,0001564590-17-014900,2017,FY,10-K,2017-08-02,,InvestmentIncomeNet,USD,MSFT,0000789019,2016-07-01
2017-06-30,1387000000.0,0001564590-18-019062,2018,FY,10-K,2018-08-03,,InvestmentIncomeNet,USD,MSFT,0000789019,2016-07-01
2017-06-30,1387000000.0,0001564590-19-027952,2019,FY,10-K,2019-08-01,CY2017,InvestmentIncomeNet,USD,MSFT,0000789019,2016-07-01
2017-09-30,473000000.0,0001564590-17-020171,2018,Q1,10-Q,2017-10-26,,InvestmentIncomeNet,USD,MSFT,0000789019,2017-07-01
2017-09-30,473000000.0,0001564590-18-024893,2019,Q1,10-Q,2018-10-24,CY2017Q3,InvestmentIncomeNet,USD,MSFT,0000789019,2017-07-01
2017-12-31,1003000000.0,0001564590-18-001129,2018,Q2,10-Q,2018-01-31,,InvestmentIncomeNet,USD,MSFT,0000789019,2017-07-01
2017-12-31,1003000000.0,0001564590-19-001392,2019,Q2,10-Q,2019-01-30,,InvestmentIncomeNet,USD,MSFT,0000789019,2017-07-01
2017-12-31,530000000.0,0001564590-18-001129,2018,Q2,10-Q,2018-01-31,,InvestmentIncomeNet,USD,MSFT,0000789019,2017-10-01
2017-12-31,530000000.0,0001564590-19-001392,2019,Q2,10-Q,2019-01-30,CY2017Q4,InvestmentIncomeNet,USD,MSFT,0000789019,2017-10-01
2018-03-31,1578000000.0,0001564590-18-009307,2018,Q3,10-Q,2018-04-26,,InvestmentIncomeNet,USD,MSFT,0000789019,2017-07-01
2018-03-31,1578000000.0,0001564590-19-012709,2019,Q3,10-Q,2019-04-24,,InvestmentIncomeNet,USD,MSFT,0000789019,2017-07-01
2018-03-31,575000000.0,0001564590-18-009307,2018,Q3,10-Q,2018-04-26,,InvestmentIncomeNet,USD,MSFT,0000789019,2018-01-01
2018-03-31,575000000.0,0001564590-19-012709,2019,Q3,10-Q,2019-04-24,CY2018Q1,InvestmentIncomeNet,USD,MSFT,0000789019,2018-01-01
2018-06-30,2214000000.0,0001564590-18-019062,2018,FY,10-K,2018-08-03,,InvestmentIncomeNet,USD,MSFT,0000789019,2017-07-01
2018-06-30,2214000000.0,0001564590-19-027952,2019,FY,10-K,2019-08-01,,InvestmentIncomeNet,USD,MSFT,0000789019,2017-07-01
2018-06-30,2214000000.0,0001564590-20-034944,2020,FY,10-K,2020-07-31,CY2018,InvestmentIncomeNet,USD,MSFT,0000789019,2017-07-01
2018-09-30,681000000.0,0001564590-18-024893,2019,Q1,10-Q,2018-10-24,,InvestmentIncomeNet,USD,MSFT,0000789019,2018-07-01
2018-09-30,681000000.0,0001564590-19-037549,2020,Q1,10-Q,2019-10-23,CY2018Q3,InvestmentIncomeNet,USD,MSFT,0000789019,2018-07-01
2018-12-31,1385000000.0,0001564590-19-001392,2019,Q2,10-Q,2019-01-30,,InvestmentIncomeNet,USD,MSFT,0000789019,2018-07-01
2018-12-31,1385000000.0,0001564590-20-002450,2020,Q2,10-Q,2020-01-29,,InvestmentIncomeNet,USD,MSFT,0000789019,2018-07-01
2018-12-31,704000000.0,0001564590-19-001392,2019,Q2,10-Q,2019-01-30,,InvestmentIncomeNet,USD,MSFT,0000789019,2018-10-01
2018-12-31,704000000.0,0001564590-20-002450,2020,Q2,10-Q,2020-01-29,CY2018Q4,InvestmentIncomeNet,USD,MSFT,0000789019,2018-10-01
2019-03-31,2053000000.0,0001564590-19-012709,2019,Q3,10-Q,2019-04-24,,InvestmentIncomeNet,USD,MSFT,0000789019,2018-07-01
2019-03-31,2053000000.0,0001564590-20-019706,2020,Q3,10-Q,2020-04-29,,InvestmentIncomeNet,USD,MSFT,0000789019,2018-07-01
2019-03-31,668000000.0,0001564590-19-012709,2019,Q3,10-Q,2019-04-24,,InvestmentIncomeNet,USD,MSFT,0000789019,2019-01-01
2019-03-31,668000000.0,0001564590-20-019706,2020,Q3,10-Q,2020-04-29,CY2019Q1,InvestmentIncomeNet,USD,MSFT,0000789019,2019-01-01
2019-06-30,2762000000.0,0001564590-19-027952,2019,FY,10-K,2019-08-01,,InvestmentIncomeNet,USD,MSFT,0000789019,2018-07-01
2019-06-30,2762000000.0,0001564590-20-034944,2020,FY,10-K,2020-07-31,,InvestmentIncomeNet,USD,MSFT,0000789019,2018-07-01
2019-06-30,2762000000.0,0001564590-21-039151,2021,FY,10-K,2021-07-29,CY2019,InvestmentIncomeNet,USD,MSFT,0000789019,2018-07-01
2019-09-30,724000000.0,0001564590-19-037549,2020,Q1,10-Q,2019-10-23,,InvestmentIncomeNet,USD,MSFT,0000789019,2019-07-01
2019-09-30,724000000.0,0001564590-20-047996,2021,Q1,10-Q,2020-10-27,CY2019Q3,InvestmentIncomeNet,USD,MSFT,0000789019,2019-07-01
2019-12-31,1412000000.0,0001564590-20-002450,2020,Q2,10-Q,2020-01-29,,InvestmentIncomeNet,USD,MSFT,0000789019,2019-07-01
2019-12-31,1412000000.0,0001564590-21-002316,2021,Q2,10-Q,2021-01-26,,InvestmentIncomeNet,USD,MSFT,0000789019,2019-07-01
2019-12-31,688000000.0,0001564590-20-002450,2020,Q2,10-Q,2020-01-29,,InvestmentIncomeNet,USD,MSFT,0000789019,2019-10-01
2019-12-31,688000000.0,0001564590-21-002316,2021,Q2,10-Q,2021-01-26,CY2019Q4,InvestmentIncomeNet,USD,MSFT,0000789019,2019-10-01
2020-03-31,2085000000.0,0001564590-20-019706,2020,Q3,10-Q,2020-04-29,,InvestmentIncomeNet,USD,MSFT,0000789019,2019-07-01
2020-03-31,2085000000.0,0001564590-21-020891,2021,Q3,10-Q,2021-04-27,,InvestmentIncomeNet,USD,MSFT,0000789019,2019-07-01
2020-03-31,673000000.0,0001564590-20-019706,2020,Q3,10-Q,2020-04-29,,InvestmentIncomeNet,USD,MSFT,0000789019,2020-01-01
2020-03-31,673000000.0,0001564590-21-020891,2021,Q3,10-Q,2021-04-27,CY2020Q1,InvestmentIncomeNet,USD,MSFT,0000789019,2020-01-01
2020-06-30,2680000000.0,0001564590-20-034944,2020,FY,10-K,2020-07-31,,InvestmentIncomeNet,USD,MSFT,0000789019,2019-07-01
2020-06-30,2680000000.0,0001564590-21-039151,2021,FY,10-K,2021-07-29,,InvestmentIncomeNet,USD,MSFT,0000789019,2019-07-01
2020-06-30,2680000000.0,0001564590-22-026876,2022,FY,10-K,2022-07-28,CY2020,InvestmentIncomeNet,USD,MSFT,0000789019,2019-07-01
2020-09-30,570000000.0,0001564590-20-047996,2021,Q1,10-Q,2020-10-27,,InvestmentIncomeNet,USD,MSFT,0000789019,2020-07-01
2020-09-30,570000000.0,0001564590-21-051992,2022,Q1,10-Q,2021-10-26,CY2020Q3,InvestmentIncomeNet,USD,MSFT,0000789019,2020-07-01
2020-12-31,1115000000.0,0001564590-21-002316,2021,Q2,10-Q,2021-01-26,,InvestmentIncomeNet,USD,MSFT,0000789019,2020-07-01
2020-12-31,1115000000.0,0001564590-22-002324,2022,Q2,10-Q,2022-01-25,,InvestmentIncomeNet,USD,MSFT,0000789019,2020-07-01
2020-12-31,545000000.0,0001564590-21-002316,2021,Q2,10-Q,2021-01-26,,InvestmentIncomeNet,USD,MSFT,0000789019,2020-10-01
2020-12-31,545000000.0,0001564590-22-002324,2022,Q2,10-Q,2022-01-25,CY2020Q4,InvestmentIncomeNet,USD,MSFT,0000789019,2020-10-01
2021-03-31,1634000000.0,0001564590-21-020891,2021,Q3,10-Q,2021-04-27,,InvestmentIncomeNet,USD,MSFT,0000789019,2020-07-01
2021-03-31,1634000000.0,0001564590-22-015675,2022,Q3,10-Q,2022-04-26,,InvestmentIncomeNet,USD,MSFT,0000789019,2020-07-01
2021-03-31,519000000.0,0001564590-21-020891,2021,Q3,10-Q,2021-04-27,,InvestmentIncomeNet,USD,MSFT,0000789019,2021-01-01
2021-03-31,519000000.0,0001564590-22-015675,2022,Q3,10-Q,2022-04-26,CY2021Q1,InvestmentIncomeNet,USD,MSFT,0000789019,2021-01-01
2021-06-30,2131000000.0,0001564590-21-039151,2021,FY,10-K,2021-07-29,,InvestmentIncomeNet,USD,MSFT,0000789019,2020-07-01
2021-06-30,2131000000.0,0001564590-22-026876,2022,FY,10-K,2022-07-28,,InvestmentIncomeNet,USD,MSFT,0000789019,2020-07-01
2021-06-30,2131000000.0,0000950170-23-035122,2023,FY,10-K,2023-07-27,CY2021,InvestmentIncomeNet,USD,MSFT,0000789019,2020-07-01
2021-09-30,520000000.0,0001564590-21-051992,2022,Q1,10-Q,2021-10-26,,InvestmentIncomeNet,USD,MSFT,0000789019,2021-07-01
2021-09-30,520000000.0,0001564590-22-035087,2023,Q1,10-Q,2022-10-25,CY2021Q3,InvestmentIncomeNet,USD,MSFT,0000789019,2021-07-01
2021-12-31,1023000000.0,0001564590-22-002324,2022,Q2,10-Q,2022-01-25,,InvestmentIncomeNet,USD,MSFT,0000789019,2021-07-01
2021-12-31,1023000000.0,0001564590-23-000733,2023,Q2,10-Q,2023-01-24,,InvestmentIncomeNet,USD,MSFT,0000789019,2021-07-01
2021-12-31,503000000.0,0001564590-22-002324,2022,Q2,10-Q,2022-01-25,,InvestmentIncomeNet,USD,MSFT,0000789019,2021-10-01
2021-12-31,503000000.0,0001564590-23-000733,2023,Q2,10-Q,2023-01-24,CY2021Q4,InvestmentIncomeNet,USD,MSFT,0000789019,2021-10-01
2022-03-31,1542000000.0,0001564590-22-015675,2022,Q3,10-Q,2022-04-26,,InvestmentIncomeNet,USD,MSFT,0000789019,2021-07-01
2022-03-31,1542000000.0,0000950170-23-014423,2023,Q3,10-Q,2023-04-25,,InvestmentIncomeNet,USD,MSFT,0000789019,2021-07-01
2022-03-31,519000000.0,0001564590-22-015675,2022,Q3,10-Q,2022-04-26,,InvestmentIncomeNet,USD,MSFT,0000789019,2022-01-01
2022-03-31,519000000.0,0000950170-23-014423,2023,Q3,10-Q,2023-04-25,CY2022Q1,InvestmentIncomeNet,USD,MSFT,0000789019,2022-01-01
2022-06-30,2094000000.0,0001564590-22-026876,2022,FY,10-K,2022-07-28,,InvestmentIncomeNet,USD,MSFT,0000789019,2021-07-01
2022-06-30,2094000000.0,0000950170-23-035122,2023,FY,10-K,2023-07-27,CY2022,InvestmentIncomeNet,USD,MSFT,0000789019,2021-07-01
2022-09-30,641000000.0,0001564590-22-035087,2023,Q1,10-Q,2022-10-25,,InvestmentIncomeNet,USD,MSFT,0000789019,2022-07-01
2022-09-30,641000000.0,0000950170-23-054855,2024,Q1,10-Q,2023-10-24,CY2022Q3,InvestmentIncomeNet,USD,MSFT,0000789019,2022-07-01
2022-12-31,1341000000.0,0001564590-23-000733,2023,Q2,10-Q,2023-01-24,,InvestmentIncomeNet,USD,MSFT,0000789019,2022-07-01
2022-12-31,1341000000.0,0000950170-24-008814,2024,Q2,10-Q,2024-01-30,,InvestmentIncomeNet,USD,MSFT,0000789019,2022-07-01
2022-12-31,700000000.0,0001564590-23-000733,2023,Q2,10-Q,2023-01-24,,InvestmentIncomeNet,USD,MSFT,0000789019,2022-10-01
2022-12-31,700000000.0,0000950170-24-008814,2024,Q2,10-Q,2024-01-30,CY2022Q4,InvestmentIncomeNet,USD,MSFT,0000789019,2022-10-01
2023-03-31,2089000000.0,0000950170-23-014423,2023,Q3,10-Q,2023-04-25,,InvestmentIncomeNet,USD,MSFT,0000789019,2022-07-01
2023-03-31,748000000.0,0000950170-23-014423,2023,Q3,10-Q,2023-04-25,CY2023Q1,InvestmentIncomeNet,USD,MSFT,0000789019,2023-01-01
2023-06-30,2994000000.0,0000950170-23-035122,2023,FY,10-K,2023-07-27,CY2023,InvestmentIncomeNet,USD,MSFT,0000789019,2022-07-01
2023-09-30,1166000000.0,0000950170-23-054855,2024,Q1,10-Q,2023-10-24,CY2023Q3,InvestmentIncomeNet,USD,MSFT,0000789019,2023-07-01
2023-12-31,1900000000.0,0000950170-24-008814,2024,Q2,10-Q,2024-01-30,,InvestmentIncomeNet,USD,MSFT,0000789019,2023-07-01
2023-12-31,734000000.0,0000950170-24-008814,2024,Q2,10-Q,2024-01-30,CY2023Q4,InvestmentIncomeNet,USD,MSFT,0000789019,2023-10-01
2009-06-30,526000000.0,0001193125-10-171791,2010,FY,10-K,2010-07-30,CY2009Q2I,Land,USD,MSFT,0000789019,
2010-06-30,526000000.0,0001193125-10-171791,2010,FY,10-K,2010-07-30,,Land,USD,MSFT,0000789019,
2010-06-30,526000000.0,0001193125-11-200680,2011,FY,10-K,2011-07-28,CY2010Q2I,Land,USD,MSFT,0000789019,
2011-06-30,533000000.0,0001193125-11-200680,2011,FY,10-K,2011-07-28,,Land,USD,MSFT,0000789019,
2011-06-30,533000000.0,0001193125-12-316848,2012,FY,10-K,2012-07-26,CY2011Q2I,Land,USD,MSFT,0000789019,
2012-06-30,528000000.0,0001193125-12-316848,2012,FY,10-K,2012-07-26,,Land,USD,MSFT,0000789019,
2012-06-30,528000000.0,0001193125-13-310206,2013,FY,10-K,2013-07-30,,Land,USD,MSFT,0000789019,
2012-06-30,528000000.0,0001193125-13-455144,2013,FY,8-K,2013-11-26,CY2012Q2I,Land,USD,MSFT,0000789019,
2013-06-30,525000000.0,0001193125-13-310206,2013,FY,10-K,2013-07-30,,Land,USD,MSFT,0000789019,
2013-06-30,525000000.0,0001193125-13-455144,2013,FY,8-K,2013-11-26,,Land,USD,MSFT,0000789019,
2013-06-30,525000000.0,0001193125-14-289961,2014,FY,10-K,2014-07-31,CY2013Q2I,Land,USD,MSFT,0000789019,
2014-06-30,541000000.0,0001193125-14-289961,2014,FY,10-K,2014-07-31,,Land,USD,MSFT,0000789019,
2014-06-30,541000000.0,0001193125-15-272806,2015,FY,10-K,2015-07-31,,Land,USD,MSFT,0000789019,
2014-06-30,541000000.0,0001193125-15-353706,2015,FY,8-K,2015-10-27,CY2014Q2I,Land,USD,MSFT,0000789019,
2015-06-30,769000000.0,0001193125-15-272806,2015,FY,10-K,2015-07-31,,Land,USD,MSFT,0000789019,
2015-06-30,769000000.0,0001193125-15-353706,2015,FY,8-K,2015-10-27,,Land,USD,MSFT,0000789019,
2015-06-30,769000000.0,0001193125-16-662209,2016,FY,10-K,2016-07-28,CY2015Q2I,Land,USD,MSFT,0000789019,
2016-06-30,824000000.0,0001193125-16-662209,2016,FY,10-K,2016-07-28,,Land,USD,MSFT,0000789019,
2016-06-30,824000000.0,0001564590-17-014900,2017,FY,10-K,2017-08-02,CY2016Q2I,Land,USD,MSFT,0000789019,
2017-06-30,1107000000.0,0001564590-17-014900,2017,FY,10-K,2017-08-02,,Land,USD,MSFT,0000789019,
2017-06-30,1107000000.0,0001564590-18-019062,2018,FY,10-K,2018-08-03,CY2017Q2I,Land,USD,MSFT,0000789019,
2018-06-30,1254000000.0,0001564590-18-019062,2018,FY,10-K,2018-08-03,,Land,USD,MSFT,0000789019,
2018-06-30,1254000000.0,0001564590-19-027952,2019,FY,10-K,2019-08-01,CY2018Q2I,Land,USD,MSFT,0000789019,
2019-06-30,1540000000.0,0001564590-19-027952,2019,FY,10-K,2019-08-01,,Land,USD,MSFT,0000789019,
2019-06-30,1540000000.0,0001564590-20-034944,2020,FY,10-K,2020-07-31,CY2019Q2I,Land,USD,MSFT,0000789019,
2020-06-30,1823000000.0,0001564590-20-034944,2020,FY,10-K,2020-07-31,,Land,USD,MSFT,0000789019,
2020-06-30,1823000000.0,0001564590-21-039151,2021,FY,10-K,2021-07-29,CY2020Q2I,Land,USD,MSFT,0000789019,
2021-06-30,3660000000.0,0001564590-21-039151,2021,FY,10-K,2021-07-29,,Land,USD,MSFT,0000789019,
2021-06-30,3660000000.0,0001564590-22-026876,2022,FY,10-K,2022-07-28,CY2021Q2I,Land,USD,MSFT,0000789019,
2022-06-30,4734000000.0,0001564590-22-026876,2022,FY,10-K,2022-07-28,,Land,USD,MSFT,0000789019,
2022-06-30,4734000000.0,0000950170-23-035122,2023,FY,10-K,2023-07-27,CY2022Q2I,Land,USD,MSFT,0000789019,
2023-06-30,5683000000.0,0000950170-23-035122,2023,FY,10-K,2023-07-27,CY2023Q2I,Land,USD,MSFT,0000789019,
2009-06-30,475000000.0,0001193125-11-200680,2011,FY,10-K,2011-07-28,CY2009,LeaseAndRentalExpense,USD,MSFT,0000789019,2008-07-01
2010-06-30,530000000.0,0001193125-12-316848,2012,FY,10-K,2012-07-26,CY2010,LeaseAndRentalExpense,USD,MSFT,0000789019,2009-07-01
2010-06-30,530000000.0,0001193125-11-200680,2011,FY,10-K,2011-07-28,,LeaseAndRentalExpense,USD,MSFT,0000789019,2009-07-01
2011-06-30,525000000.0,0001193125-12-316848,2012,FY,10-K,2012-07-26,CY2011,LeaseAndRentalExpense,USD,MSFT,0000789019,2010-07-01
2011-06-30,525000000.0,0001193125-11-200680,2011,FY,10-K,2011-07-28,,LeaseAndRentalExpense,USD,MSFT,0000789019,2010-07-01
2012-06-30,639000000.0,0001193125-12-316848,2012,FY,10-K,2012-07-26,CY2012,LeaseAndRentalExpense,USD,MSFT,0000789019,2011-07-01
2009-06-30,1938000000.0,0001193125-10-171791,2010,FY,10-K,2010-07-30,CY2009Q2I,LeaseholdImprovementsGross,USD,MSFT,0000789019,
2010-06-30,2100000000.0,0001193125-10-171791,2010,FY,10-K,2010-07-30,,LeaseholdImprovementsGross,USD,MSFT,0000789019,
2010-06-30,2100000000.0,0001193125-11-200680,2011,FY,10-K,2011-07-28,CY2010Q2I,LeaseholdImprovementsGross,USD,MSFT,0000789019,
2011-06-30,2345000000.0,0001193125-11-200680,2011,FY,10-K,2011-07-28,,LeaseholdImprovementsGross,USD,MSFT,0000789019,
2011-06-30,2345000000.0,0001193125-12-316848,2012,FY,10-K,2012-07-26,CY2011Q2I,LeaseholdImprovementsGross,USD,MSFT,0000789019,
2012-06-30,2550000000.0,0001193125-12-316848,2012,FY,10-K,2012-07-26,,LeaseholdImprovementsGross,USD,MSFT,0000789019,
2012-06-30,2550000000.0,0001193125-13-310206,2013,FY,10-K,2013-07-30,,LeaseholdImprovementsGross,USD,MSFT,0000789019,
2012-06-30,2550000000.0,0001193125-13-455144,2013,FY,8-K,2013-11-26,CY2012Q2I,LeaseholdImprovementsGross,USD,MSFT,0000789019,
2013-06-30,2946000000.0,0001193125-13-310206,2013,FY,10-K,2013-07-30,,LeaseholdImprovementsGross,USD,MSFT,0000789019,
2013-06-30,2946000000.0,0001193125-13-455144,2013,FY,8-K,2013-11-26,,LeaseholdImprovementsGross,USD,MSFT,0000789019,
2013-06-30,2946000000.0,0001193125-14-289961,2014,FY,10-K,2014-07-31,CY2013Q2I,LeaseholdImprovementsGross,USD,MSFT,0000789019,
2014-06-30,3560000000.0,0001193125-14-289961,2014,FY,10-K,2014-07-31,,LeaseholdImprovementsGross,USD,MSFT,0000789019,
2014-06-30,3560000000.0,0001193125-15-272806,2015,FY,10-K,2015-07-31,,LeaseholdImprovementsGross,USD,MSFT,0000789019,
2014-06-30,3560000000.0,0001193125-15-353706,2015,FY,8-K,2015-10-27,CY2014Q2I,LeaseholdImprovementsGross,USD,MSFT,0000789019,
2015-06-30,3577000000.0,0001193125-15-272806,2015,FY,10-K,2015-07-31,,LeaseholdImprovementsGross,USD,MSFT,0000789019,
2015-06-30,3577000000.0,0001193125-15-353706,2015,FY,8-K,2015-10-27,,LeaseholdImprovementsGross,USD,MSFT,0000789019,
2015-06-30,3577000000.0,0001193125-16-662209,2016,FY,10-K,2016-07-28,CY2015Q2I,LeaseholdImprovementsGross,USD,MSFT,0000789019,
2016-06-30,3659000000.0,0001193125-16-662209,2016,FY,10-K,2016-07-28,,LeaseholdImprovementsGross,USD,MSFT,0000789019,
2016-06-30,3659000000.0,0001564590-17-014900,2017,FY,10-K,2017-08-02,CY2016Q2I,LeaseholdImprovementsGross,USD,MSFT,0000789019,
2017-06-30,5064000000.0,0001564590-17-014900,2017,FY,10-K,2017-08-02,,LeaseholdImprovementsGross,USD,MSFT,0000789019,
2017-06-30,5064000000.0,0001564590-18-019062,2018,FY,10-K,2018-08-03,CY2017Q2I,LeaseholdImprovementsGross,USD,MSFT,0000789019,
2018-06-30,4735000000.0,0001564590-18-019062,2018,FY,10-K,2018-08-03,,LeaseholdImprovementsGross,USD,MSFT,0000789019,
2018-06-30,4735000000.0,0001564590-19-027952,2019,FY,10-K,2019-08-01,CY2018Q2I,LeaseholdImprovementsGross,USD,MSFT,0000789019,
2019-06-30,5316000000.0,0001564590-19-027952,2019,FY,10-K,2019-08-01,,LeaseholdImprovementsGross,USD,MSFT,0000789019,
2019-06-30,5316000000.0,0001564590-20-034944,2020,FY,10-K,2020-07-31,CY2019Q2I,LeaseholdImprovementsGross,USD,MSFT,0000789019,
2020-06-30,5487000000.0,0001564590-20-034944,2020,FY,10-K,2020-07-31,,LeaseholdImprovementsGross,USD,MSFT,0000789019,
2020-06-30,5487000000.0,0001564590-21-039151,2021,FY,10-K,2021-07-29,CY2020Q2I,LeaseholdImprovementsGross,USD,MSFT,0000789019,
2021-06-30,6884000000.0,0001564590-21-039151,2021,FY,10-K,2021-07-29,,LeaseholdImprovementsGross,USD,MSFT,0000789019,
